product_id,title,url,brand,price_current,price_regular,discount_percent,discount_amount,rating,rating_count,bought_last_month,colors,color_selected,description,highlights,images,dimensions,is_sale,is_clearance,is_new,seller,fulfillment_info,in_stock,scraped_at
94412115,Champion Harbor Tote Bag,https://www.target.com/p/champion-harbor-tote-bag/-/A-94412115?preselect=94150235#lnk=sametab,Champion,16.99,0.0,0,0.0,4.7,91,,|||,,Fit & styleDouble handleInterior zip pocketKey clipInterior mesh pocket with zipperInterior water bottle pocketEmbroidered logo,Double handle|Interior zip pocket|Key clip|Interior mesh pocket with zipper|Interior water bottle pocket|Embroidered logo,https://target.scene7.com/is/image/Target/GUEST_002b4ce4-051b-42b9-8d87-a197e7586e0b?qlt=65&fmt=webp&hei=350&wid=350|https://target.scene7.com/is/image/Target/GUEST_847f7c71-f9e7-40aa-8df6-cb3cae693a50?qlt=65&fmt=webp&hei=350&wid=350,{},False,True,False,,,True,2026-02-20T14:47:11.548341
1006075848,Everyday Zip Tote Handbag – Hynes Eagle,https://www.target.com/p/hynes-eagle-20l-puffy-tote-bag-lightweight-water-resistant-work-gym-bag-with-laptop-sleeve-luggage-strap-smart-pockets/-/A-1006075848?preselect=1006075852#lnk=sametab,Hynes Eagle,36.99,0.0,0,0.0,4.7,15,,black|ivory|khaki|olive green|plus 1 more color,,,,,{},False,False,False,,,True,2026-02-20T14:47:14.846744
94825922,Champion Handbag Organizer,https://www.target.com/p/champion-handbag-organizer/-/A-94825922?preselect=94769844#lnk=sametab,Champion,14.99,0.0,0,0.0,5.0,6,,Pink|Black|Cream|Light Blue|plus 1 more color,,,,,{},False,False,False,,,True,2026-02-20T14:47:17.436566
94705891,Kiss Lock Clutch Bag - A New Day™,https://www.target.com/p/kiss-lock-clutch-bag-a-new-day/-/A-94705891?preselect=94687138#lnk=sametab,A New Day,30.0,0.0,0,0.0,4.4,89,,Black|Brown,,,,,{},False,False,False,,,True,2026-02-20T14:47:20.851144
94668471,Girls' Valentine's Day Bag Charm - art class™ Gold,https://www.target.com/p/girls-39-valentine-39-s-day-bag-charm-art-class-8482-gold/-/A-94668471#lnk=sametab,Art Class,8.0,0.0,0,0.0,5.0,4,,,,Fit & styleFun Valentine's Day-themed bag charmShiny gold finish with heart accentsEasy to clip onto bags or keychainsGreat for daily use or gifting,Fun Valentine's Day-themed bag charm|Shiny gold finish with heart accents|Easy to clip onto bags or keychains|Great for daily use or gifting,,{},False,False,False,,,True,2026-02-20T14:47:23.224060
94776901,Quilted Drawstring Tote Handbag - Universal Thread™,https://www.target.com/p/quilted-drawstring-tote-handbag-universal-thread/-/A-94776901?preselect=94776900#lnk=sametab,Universal Thread,35.0,0.0,0,0.0,3.7,9,,|||,,Fit & styleUniversal Thread quilted tote handbagWoven with recycled polyester fabricInterior zip pocketDouble shoulder strapsDrawstring closure,Universal Thread quilted tote handbag|Woven with recycled polyester fabric|Interior zip pocket|Double shoulder straps|Drawstring closure,https://target.scene7.com/is/image/Target/GUEST_5e168547-8dac-457c-8f8c-dd363f529a80?wid=800&hei=800&qlt=80&fmt=pjpeg|https://target.scene7.com/is/image/Target/GUEST_a22b36d4-9fec-4592-ab7d-18322c98374d?wid=800&hei=800&qlt=80&fmt=pjpeg|https://target.scene7.com/is/image/Target/GUEST_1bc25f15-6e08-4dfa-ab9c-12a5cbb710ff?wid=800&hei=800&qlt=80&fmt=pjpeg|https://target.scene7.com/is/image/Target/GUEST_9f178582-2246-4ef6-afff-2259542031a3?wid=800&hei=800&qlt=80&fmt=pjpeg|https://target.scene7.com/is/image/Target/GUEST_ec9c9dec-b0af-4098-832f-38c1ffc0caec?wid=800&hei=800&qlt=80&fmt=pjpeg|https://target.scene7.com/is/image/Target/GUEST_e2fdee52-ea75-4a98-a80e-c6e55e51b305?qlt=65&fmt=webp&hei=350&wid=350|https://target.scene7.com/is/image/Target/GUEST_6e28e417-8aec-44ea-b229-432f2dc07dd6?qlt=65&fmt=webp&hei=350&wid=350|https://target.scene7.com/is/image/Target/GUEST_b4b48298-08c2-40b8-9378-2899e6f695ce?qlt=65&fmt=webp&hei=350&wid=350|https://target.scene7.com/is/image/Target/GUEST_82cdaba9-f22f-4474-87a4-351dc54dd45d?qlt=65&fmt=webp&hei=350&wid=350|https://target.scene7.com/is/image/Target/GUEST_5e168547-8dac-457c-8f8c-dd363f529a80?qlt=65&fmt=webp&hei=160&wid=160,{},False,False,False,,,True,2026-02-20T14:47:26.425259
94935160,Champion Handbag Unstructured Shopper Tote Bag,https://www.target.com/p/champion-handbag-unstructured-shopper-tote-bag/-/A-94935160?preselect=94835143#lnk=sametab,Champion,19.99,0.0,0,0.0,0.0,1,,Black Vertical Stripe|Blue|Pink Vertical Stripe,,,,,{},False,False,True,,,True,2026-02-20T14:47:28.527659
93336780,Vera Bradley Women's Outlet Lighten Up Large Car Tote,https://www.target.com/p/vera-bradley-women-s-outlet-lighten-up-large-car-tote/-/A-93336780?preselect=1006505047#lnk=sametab,Vera Bradley,34.5,0.0,0,0.0,4.6,169,,a cat's life|baja blue tile|capri pink|dog park|medium heather gray|moonless night|pomegranate|sea turtles,,Fit & style22 inches (W) x 13 inches (H) x 12.5 inches (D)Wipe-clean liningSnap closureMax Weight Capacity 25 lbs.Drop Strap Length: 10 inches,22 inches (W) x 13 inches (H) x 12.5 inches (D)|Wipe-clean lining|Snap closure|Max Weight Capacity 25 lbs.|Drop Strap Length: 10 inches,,"{""handle_drop"": ""Drop Strap Length: 10 inches""}",True,False,False,Sold & shipped byVera Bradley,,True,2026-02-20T14:47:32.058814
